,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,y
0,0.5892857142857143,0.33333333333333337,0.5208333333333335,0.0,1.0,0.35858627859572556,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5555555555555556,0.4999999999999999,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6951803325370333,0.5365841312509073,-0.5394837137820834,-0.4061776474234648,-0.06854260195452445,-0.25060288160806027,1.0379720429661432,0.38372093023255793,0.2941176470588236,0.4285714285714288,-0.7276533636913826,0.6693554615357228,0.33333333333333326,-0.6229349427130835,0.8614613419008155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.3571428571428571,0.44444444444444453,0.7291666666666665,0.0,1.0,0.34421621631897426,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5555555555555556,0.4999999999999999,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,-0.676657199872643,0.9174536518642971,-0.364322474495028,0.7520952412466873,0.43577491649136874,-0.8719607113485931,-0.14872538248617276,0.6976744186046511,0.2058823529411764,0.8928571428571432,-0.7276533636913826,0.37094822375748193,0.4385964912280702,-0.47527749819885073,0.3234195790159033,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
2,0.5357142857142857,0.43055555555555547,0.7083333333333335,0.0,1.0,0.34292162831500195,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.4444444444444444,0.33333333333333337,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7137034652014235,1.6791926930910757,1.1303867674211772,2.1034136113618644,-0.06854260195452445,0.9921127778730052,-0.46101417865783484,0.4999999999999998,0.3529411764705883,0.39285714285714324,-0.9676994004376891,1.7635153333892724,0.14035087719298245,-0.9773128095472421,0.8614613419008155,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
3,0.8214285714285713,0.513888888888889,0.8125,0.0,1.0,0.3622352107200618,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4444444444444444,0.4999999999999999,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.824842261187765,-0.9868939512026498,-0.6679352892592573,-0.438351894330969,-0.06854260195452445,-0.25060288160806027,-0.21118314172050517,0.6162790697674416,0.1470588235294119,0.6428571428571432,3.393136933786881,-2.115778757727858,0.894736842105263,-0.7705923872273163,0.3234195790159033,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
4,0.7142857142857143,0.09722222222222221,0.625,0.0,1.0,0.02953909470191074,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.5555555555555556,0.33333333333333337,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.824842261187765,-1.7486329924294286,-0.06070965973079884,-0.24530641288594368,-0.06854260195452445,-0.7166212539134599,1.6625496353094673,0.569767441860465,0.47058823529411775,0.3214285714285712,-0.7276533636913826,-1.5189642821713765,0.8421052631578947,0.7798107801721278,-0.752663946753921,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
5,0.7678571428571429,0.38888888888888895,0.625,0.0,1.0,0.3519875690285382,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4444444444444444,0.4999999999999999,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.4173333425711794,-0.2251549099758712,-0.9715481040234865,-1.017488338666045,0.43577491649136874,0.6814338630027389,-0.21118314172050517,0.7093023255813953,0.23529411764705888,0.5357142857142856,-0.6876456909003315,1.1667008578327906,0.3508771929824561,-0.8296553650330094,0.8614613419008155,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1
6,0.3392857142857143,0.41666666666666663,0.6666666666666665,0.0,1.0,0.3550061899270319,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.11111111111111116,0.33333333333333337,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6025646692150819,0.15571461063751849,-0.5511611297345537,0.8807922288767042,1.242682946004798,-0.4059423390431935,-0.27364090095483756,0.6744186046511627,0.2647058823529411,0.4642857142857144,0.1525154377117416,-0.02692809328017244,0.45614035087719307,0.4401986577893925,0.8614613419008155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7,0.8928571428571427,0.125,0.2916666666666665,1.0,0.0,0.25155925157493486,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.4444444444444444,0.33333333333333337,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3247176792492281,-1.3677634718160394,1.0836771036112958,1.7494968953793182,-0.06854260195452445,-0.7166212539134599,-0.773302974829497,0.6627906976744184,0.38235294117647056,0.4642857142857144,-0.04752292624351388,0.7688245407951363,0.368421052631579,-0.7115294094216231,0.8614613419008155,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0
8,0.7857142857142857,0.18055555555555558,0.4166666666666665,1.0,0.0,0.2424054704460029,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.7777777777777779,0.33333333333333337,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.6199620866346749,0.9174536518642971,-0.3409676425900873,-1.3392308077410873,-0.27026960933288174,-0.25060288160806027,1.1004298022004755,0.2441860465116279,0.2941176470588236,0.5357142857142856,0.6326075112043548,-1.61843336143079,0.8771929824561404,0.05628930205238726,0.8614613419008155,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
9,0.9107142857142857,0.18055555555555558,0.5208333333333335,0.0,1.0,0.1792931392978626,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.3333333333333335,0.4999999999999999,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.6025646692150819,-0.9868939512026498,-0.5745159616394944,-0.8566171041285239,1.3435464496939764,-0.8719607113485931,-0.8357607340638293,0.627906976744186,0.2647058823529411,0.6071428571428568,-0.9676994004376891,-0.12639717253958604,0.45614035087719307,-0.5048089871016973,0.8614613419008155,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
